pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z
119.309;10.971;223.693;119.489;13.332;223.775;120.325;10.045;223.125;121.181;5.791;223.88;119.622;10.378;223.95;120.325;10.045;223.125;118.489;14.989;225.472;117.881;12.215;225.84;120.254;14.93;223.642;120.785;15.078;222.346;118.92;10.013;224.761;119.636;5.669;224.911;117.881;12.215;225.84;118.055;9.734;226.24;120.785;15.078;222.346;121.061;12.2;221.764;121.181;5.791;223.88;118.344;2.615;221.561;119.536;14.938;224.533;118.489;14.989;225.472;119.636;5.669;224.911;119.126;1.017;223.76;119.622;10.378;223.95;118.92;10.013;224.761;119.489;13.332;223.775;119.221;15.442;223.539;119.622;10.378;223.95;119.309;10.971;223.693;121.061;12.2;221.764;121.72;9.886;222.291;119.221;15.442;223.539;120.419;16.305;224.442
119.781;11.002;224.074;119.969;13.361;224.168;120.805;10.076;223.52;122.068;5.978;224.527;120.09;10.407;224.334;120.805;10.076;223.52;119.01;15.035;225.88;118.53;12.261;226.406;120.748;14.952;224.024;121.258;15.103;222.721;119.375;10.04;225.134;119.83;5.66;225.066;118.53;12.261;226.406;118.983;9.843;226.949;121.258;15.103;222.721;121.338;12.238;222.026;122.068;5.978;224.527;119.826;2.07;222.736;120.042;14.967;224.925;119.01;15.035;225.88;119.83;5.66;225.066;119.146;1.077;223.741;120.09;10.407;224.334;119.375;10.04;225.134;119.969;13.361;224.168;119.718;15.474;223.935;120.09;10.407;224.334;119.781;11.002;224.074;121.338;12.238;222.026;121.851;9.857;222.398;119.718;15.474;223.935;120.936;16.335;224.814
120.268;10.977;224.449;120.472;13.334;224.559;121.291;10.043;223.907;122.848;6.099;225.097;120.567;10.379;224.712;121.291;10.043;223.907;119.533;15.026;226.273;119.18;12.264;226.947;121.262;14.919;224.411;121.763;15.073;223.105;119.839;10.016;225.501;120.044;5.624;225.237;119.18;12.264;226.947;119.886;9.942;227.62;121.763;15.073;223.105;121.669;12.234;222.312;122.848;6.099;225.097;121.356;1.627;223.962;120.561;14.94;225.315;119.533;15.026;226.273;120.044;5.624;225.237;119.144;1.14;223.72;120.567;10.379;224.712;119.839;10.016;225.501;120.472;13.334;224.559;120.236;15.449;224.327;120.567;10.379;224.712;120.268;10.977;224.449;121.669;12.234;222.312;122.026;9.807;222.534;120.236;15.449;224.327;121.463;16.31;225.192
120.772;10.906;224.823;120.992;13.261;224.946;121.793;9.965;224.292;123.54;6.144;225.614;121.063;10.305;225.089;121.793;9.965;224.292;120.052;14.973;226.647;119.818;12.234;227.449;121.786;14.844;224.791;122.283;14.997;223.483;120.321;9.949;225.868;120.294;5.564;225.444;119.818;12.234;227.449;120.729;10.02;228.232;122.283;14.997;223.483;122.057;12.186;222.618;123.54;6.144;225.614;122.783;1.38;225.12;121.083;14.871;225.694;120.052;14.973;226.647;120.294;5.564;225.444;119.124;1.219;223.72;121.063;10.305;225.089;120.321;9.949;225.868;120.992;13.261;224.946;120.761;15.376;224.703;121.063;10.305;225.089;120.772;10.906;224.823;122.057;12.186;222.618;122.27;9.733;222.706;120.761;15.376;224.703;121.988;16.241;225.562
121.298;10.815;225.203;121.526;13.169;225.329;122.322;9.871;224.68;124.158;6.127;226.099;121.584;10.212;225.47;122.322;9.871;224.68;120.576;14.9;227.006;120.437;12.186;227.908;122.316;14.751;225.158;122.813;14.896;223.849;120.834;9.856;226.241;120.596;5.491;225.698;120.437;12.186;227.908;121.491;10.068;228.774;122.813;14.896;223.849;122.494;12.108;222.938;124.158;6.127;226.099;123.947;1.282;226.095;121.613;14.786;226.061;120.576;14.9;227.006;120.596;5.491;225.698;119.1;1.347;223.746;121.584;10.212;225.47;120.834;9.856;226.241;121.526;13.169;225.329;121.29;15.28;225.064;121.584;10.212;225.47;121.298;10.815;225.203;122.494;12.108;222.938;122.59;9.647;222.918;121.29;15.28;225.064;122.514;16.157;225.916
121.852;10.731;225.592;122.077;13.086;225.709;122.882;9.792;225.072;124.713;6.069;226.549;122.138;10.128;225.858;122.882;9.792;225.072;121.115;14.834;227.356;121.035;12.139;228.323;122.86;14.67;225.516;123.354;14.799;224.204;121.382;9.765;226.621;120.974;5.423;226.005;121.035;12.139;228.323;122.164;10.081;229.238;123.354;14.799;224.204;122.979;12.025;223.276;124.713;6.069;226.549;124.773;1.227;226.813;122.157;14.713;226.418;121.115;14.834;227.356;120.974;5.423;226.005;119.109;1.562;223.806;122.138;10.128;225.858;121.382;9.765;226.621;122.077;13.086;225.709;121.831;15.192;225.415;122.138;10.128;225.858;121.852;10.731;225.592;122.979;12.025;223.276;122.992;9.563;223.181;121.831;15.192;225.415;123.051;16.085;226.257
122.43;10.681;225.988;122.646;13.038;226.087;123.469;9.754;225.464;125.213;5.993;226.952;122.719;10.078;226.251;123.469;9.754;225.464;121.672;14.797;227.705;121.611;12.111;228.697;123.421;14.622;225.87;123.914;14.734;224.556;121.964;9.704;227.008;121.452;5.375;226.377;121.611;12.111;228.697;122.748;10.063;229.624;123.914;14.734;224.556;123.515;11.96;223.636;125.213;5.993;226.952;125.286;1.154;227.264;122.719;14.676;226.772;121.672;14.797;227.705;121.452;5.375;226.377;119.208;1.882;223.93;122.719;10.078;226.251;121.964;9.704;227.008;122.646;13.038;226.087;122.389;15.138;225.763;122.719;10.078;226.251;122.43;10.681;225.988;123.515;11.96;223.636;123.484;9.5;223.505;122.389;15.138;225.763;123.606;16.048;226.591
123.023;10.681;226.387;123.228;13.039;226.464;124.068;9.767;225.854;125.661;5.921;227.293;123.318;10.078;226.644;124.068;9.767;225.854;122.243;14.805;228.057;122.162;12.113;229.031;123.998;14.624;226.228;124.493;14.717;224.913;122.568;9.692;227.401;122.044;5.357;226.823;122.162;12.113;229.031;123.248;10.029;229.94;124.493;14.717;224.913;124.105;11.932;224.021;125.661;5.921;227.293;125.569;1.077;227.491;123.295;14.686;227.128;122.243;14.805;228.057;122.044;5.357;226.823;119.464;2.271;224.17;123.318;10.078;226.644;122.568;9.692;227.401;123.228;13.039;226.464;122.965;15.134;226.112;123.318;10.078;226.644;123.023;10.681;226.387;124.105;11.932;224.021;124.071;9.472;223.892;122.965;15.134;226.112;124.178;16.058;226.93
123.616;10.732;226.78;123.814;13.092;226.838;124.662;9.828;226.233;126.059;5.87;227.569;123.917;10.13;227.032;124.662;9.828;226.233;122.817;14.859;228.411;122.686;12.149;229.33;124.583;14.675;226.593;125.085;14.753;225.28;123.176;9.736;227.793;122.749;5.375;227.346;122.686;12.149;229.33;123.676;10.0;230.194;125.085;14.753;225.28;124.745;11.95;224.429;126.059;5.87;227.569;125.715;1.033;227.577;123.875;14.744;227.49;122.817;14.859;228.411;122.749;5.375;227.346;119.913;2.645;224.566;123.917;10.13;227.032;123.176;9.736;227.793;123.814;13.092;226.838;123.55;15.184;226.469;123.917;10.13;227.032;123.616;10.732;226.78;124.745;11.95;224.429;124.746;9.488;224.333;123.55;15.184;226.469;124.762;16.114;227.283
124.195;10.825;227.159;124.39;13.185;227.205;125.236;9.924;226.598;126.407;5.847;227.784;124.501;10.224;227.407;125.236;9.924;226.598;123.383;14.95;228.766;123.179;12.217;229.6;125.165;14.767;226.964;125.681;14.836;225.656;123.772;9.828;228.178;123.548;5.436;227.932;123.179;12.217;229.6;124.041;9.989;230.398;125.681;14.836;225.656;125.423;12.009;224.854;126.407;5.847;227.784;125.787;1.041;227.602;124.449;14.839;227.854;123.383;14.95;228.766;123.548;5.436;227.932;120.554;2.913;225.122;124.501;10.224;227.407;123.772;9.828;228.178;124.39;13.185;227.205;124.134;15.277;226.829;124.501;10.224;227.407;124.195;10.825;227.159;125.423;12.009;224.854;125.496;9.547;224.819;124.134;15.277;226.829;125.343;16.205;227.65
124.748;10.941;227.519;124.947;13.3;227.56;125.779;10.037;226.943;126.702;5.849;227.946;125.059;10.341;227.764;125.779;10.037;226.943;123.928;15.061;229.117;123.638;12.306;229.843;125.73;14.88;227.335;126.266;14.948;226.035;124.344;9.947;228.55;124.411;5.543;228.557;123.638;12.306;229.843;124.349;9.998;230.561;126.266;14.948;226.035;126.126;12.097;225.289;126.702;5.849;227.946;125.823;1.091;227.62;125.004;14.951;228.217;123.928;15.061;229.117;124.411;5.543;228.557;121.37;3.008;225.809;125.059;10.341;227.764;124.344;9.947;228.55;124.947;13.3;227.56;124.703;15.395;227.19;125.059;10.341;227.764;124.748;10.941;227.519;126.126;12.097;225.289;126.308;9.641;225.346;124.703;15.395;227.19;125.909;16.312;228.026
125.271;11.054;227.859;125.478;13.413;227.901;126.287;10.145;227.267;126.945;5.864;228.067;125.586;10.455;228.1;126.287;10.145;227.267;124.444;15.169;229.459;124.059;12.396;230.065;126.27;14.992;227.7;126.831;15.065;226.411;124.887;10.069;228.904;125.305;5.694;229.194;124.059;12.396;230.065;124.604;10.019;230.693;126.831;15.065;226.411;126.844;12.194;225.731;126.945;5.864;228.067;125.841;1.16;227.653;125.532;15.058;228.572;124.444;15.169;229.459;125.305;5.694;229.194;122.357;2.899;226.602;125.586;10.455;228.1;124.887;10.069;228.904;125.478;13.413;227.901;125.247;15.512;227.545;125.586;10.455;228.1;125.271;11.054;227.859;126.844;12.194;225.731;127.167;9.759;225.915;125.247;15.512;227.545;126.448;16.413;228.404
125.761;11.142;228.179;125.98;13.499;228.227;126.761;10.224;227.571;127.141;5.875;228.156;126.079;10.543;228.418;126.761;10.224;227.571;124.927;15.249;229.789;124.441;12.468;230.273;126.778;15.078;228.055;127.368;15.162;226.78;125.396;10.165;229.239;126.19;5.871;229.816;124.441;12.468;230.273;124.809;10.034;230.806;127.368;15.162;226.78;127.564;12.281;226.18;127.141;5.875;228.156;125.848;1.224;227.695;126.027;15.136;228.917;124.927;15.249;229.789;126.19;5.871;229.816;123.53;2.593;227.492;126.079;10.543;228.418;125.396;10.165;229.239;125.98;13.499;228.227;125.758;15.602;227.891;126.079;10.543;228.418;125.761;11.142;228.179;127.564;12.281;226.18;128.056;9.893;226.528;125.758;15.602;227.891;126.953;16.486;228.777
126.223;11.18;228.487;126.457;13.536;228.545;127.207;10.255;227.863;127.297;5.866;228.223;126.543;10.581;228.722;127.207;10.255;227.863;125.382;15.278;230.112;124.789;12.5;230.479;127.256;15.117;228.404;127.874;15.219;227.143;125.876;10.209;229.559;127.024;6.041;230.401;124.789;12.5;230.479;124.975;10.027;230.918;127.874;15.219;227.143;128.276;12.341;226.636;127.297;5.866;228.223;125.838;1.268;227.727;126.493;15.165;229.255;125.382;15.278;230.112;127.024;6.041;230.401;124.911;2.155;228.489;126.543;10.581;228.722;125.876;10.209;229.559;126.457;13.536;228.545;126.239;15.643;228.231;126.543;10.581;228.722;126.223;11.18;228.487;128.276;12.341;226.636;128.949;10.034;227.18;126.239;15.643;228.231;127.426;16.511;229.144
126.669;11.156;228.795;126.921;13.51;228.865;127.635;10.225;228.152;127.436;5.827;228.287;126.989;10.554;229.023;127.635;10.225;228.152;125.825;15.242;230.438;125.119;12.479;230.701;127.718;15.094;228.75;128.357;15.218;227.502;126.334;10.186;229.871;127.777;6.162;230.935;125.119;12.479;230.701;125.126;9.984;231.05;128.357;15.218;227.502;128.967;12.361;227.093;127.436;5.827;228.287;125.806;1.295;227.724;126.946;15.131;229.594;125.825;15.242;230.438;127.777;6.162;230.935;126.479;1.72;229.593;126.989;10.554;229.023;126.334;10.186;229.871;126.921;13.51;228.865;126.701;15.619;228.573;126.989;10.554;229.023;126.669;11.156;228.795;128.967;12.361;227.093;129.812;10.174;227.847;126.701;15.619;228.573;127.88;16.476;229.506
127.116;11.07;229.116;127.388;13.421;229.2;128.064;10.137;228.451;127.592;5.758;228.372;127.433;10.463;229.334;128.064;10.137;228.451;126.282;15.144;230.783;125.461;12.406;230.96;128.183;15.008;229.103;128.829;15.156;227.861;126.786;10.092;230.187;128.442;6.198;231.41;125.461;12.406;230.96;125.298;9.906;231.225;128.829;15.156;227.861;129.624;12.334;227.538;127.592;5.758;228.372;125.754;1.324;227.682;127.407;15.035;229.944;126.282;15.144;230.783;128.442;6.198;231.41;128.105;1.439;230.733;127.433;10.463;229.334;126.786;10.092;230.187;127.388;13.421;229.2;127.166;15.532;228.927;127.433;10.463;229.334;127.116;11.07;229.116;129.624;12.334;227.538;130.616;10.287;228.483;127.166;15.532;228.927;128.338;16.385;229.871
127.58;10.937;229.463;127.874;13.285;229.562;128.511;10.004;228.774;127.808;5.663;228.515;127.894;10.324;229.669;128.511;10.004;228.774;126.774;15.002;231.159;125.847;12.294;231.271;128.666;14.873;229.469;129.302;15.045;228.225;127.253;9.948;230.524;129.048;6.144;231.832;125.847;12.294;231.271;125.536;9.802;231.464;129.302;15.045;228.225;130.24;12.261;227.961;127.808;5.663;228.515;125.714;1.381;227.628;127.896;14.894;230.315;126.774;15.002;231.159;129.048;6.144;231.832;129.584;1.355;231.757;127.894;10.324;229.669;127.253;9.948;230.524;127.874;13.285;229.562;127.647;15.398;229.303;127.894;10.324;229.669;127.58;10.937;229.463;130.24;12.261;227.961;131.35;10.351;229.051;127.647;15.398;229.303;128.82;16.252;230.245
128.074;10.784;229.844;128.378;13.13;229.952;128.991;9.851;229.135;128.116;5.552;228.743;128.386;10.167;230.04;128.991;9.851;229.135;127.294;14.846;231.564;126.294;12.163;231.63;129.165;14.721;229.851;129.777;14.908;228.597;127.751;9.786;230.898;129.634;6.03;232.219;126.294;12.163;231.63;125.866;9.685;231.766;129.777;14.908;228.597;130.817;12.157;228.371;128.116;5.552;228.743;125.734;1.483;227.613;128.406;14.739;230.708;127.294;14.846;231.564;129.634;6.03;232.219;130.741;1.349;232.51;128.386;10.167;230.04;127.751;9.786;230.898;128.378;13.13;229.952;128.143;15.243;229.699;128.386;10.167;230.04;128.074;10.784;229.844;130.817;12.157;228.371;132.02;10.357;229.547;128.143;15.243;229.699;129.317;16.106;230.631
128.599;10.643;230.259;128.896;12.991;230.369;129.506;9.708;229.541;128.524;5.441;229.066;128.91;10.025;230.452;129.506;9.708;229.541;127.818;14.709;231.986;126.793;12.034;232.021;129.668;14.587;230.251;130.254;14.779;228.985;128.283;9.646;231.316;130.216;5.898;232.587;126.793;12.034;232.021;126.29;9.568;232.117;130.254;14.779;228.985;131.356;12.05;228.792;128.524;5.441;229.066;125.848;1.646;227.668;128.92;14.603;231.117;127.818;14.709;231.986;130.216;5.898;232.587;131.513;1.271;232.947;128.91;10.025;230.452;128.283;9.646;231.316;128.896;12.991;230.369;128.639;15.1;230.11;128.91;10.025;230.452;128.599;10.643;230.259;131.356;12.05;228.792;132.622;10.315;229.999;128.639;15.1;230.11;129.812;15.977;231.032
129.148;10.549;230.703;129.423;12.9;230.808;130.049;9.606;229.988;129.027;5.352;229.477;129.46;9.933;230.9;130.049;9.606;229.988;128.335;14.612;232.423;127.329;11.931;232.436;130.174;14.505;230.675;130.743;14.693;229.401;128.839;9.563;231.772;130.767;5.778;232.938;127.329;11.931;232.436;126.797;9.469;232.507;130.743;14.693;229.401;131.851;11.965;229.229;129.027;5.352;229.477;126.062;1.905;227.794;129.432;14.516;231.547;128.335;14.612;232.423;130.767;5.778;232.938;131.918;1.103;233.129;129.46;9.933;230.9;128.839;9.563;231.772;129.423;12.9;230.808;129.138;15.004;230.538;129.46;9.933;230.9;129.148;10.549;230.703;131.851;11.965;229.229;133.13;10.225;230.415;129.138;15.004;230.538;130.301;15.896;231.458
129.709;10.529;231.161;129.964;12.882;231.261;130.606;9.573;230.459;129.627;5.306;229.976;130.02;9.914;231.366;130.606;9.573;230.459;128.864;14.572;232.882;127.896;11.877;232.884;130.699;14.494;231.127;131.26;14.674;229.849;129.399;9.559;232.245;131.24;5.687;233.256;127.896;11.877;232.884;127.376;9.413;232.943;131.26;14.674;229.849;132.297;11.92;229.658;129.627;5.306;229.976;126.396;2.284;227.991;129.958;14.498;232.0;128.864;14.572;232.882;131.24;5.687;233.256;132.031;0.934;233.159;130.02;9.914;231.366;129.399;9.559;232.245;129.964;12.882;231.261;129.657;14.983;230.993;130.02;9.914;231.366;129.709;10.529;231.161;132.297;11.92;229.658;133.523;10.093;230.766;129.657;14.983;230.993;130.814;15.881;231.915
130.269;10.586;231.615;130.513;12.94;231.712;131.167;9.62;230.929;130.351;5.306;230.566;130.577;9.973;231.83;131.167;9.62;230.929;129.418;14.599;233.357;128.49;11.89;233.369;131.244;14.556;231.589;131.8;14.727;230.307;129.95;9.631;232.709;131.616;5.638;233.535;128.49;11.89;233.369;128.013;9.417;233.435;131.8;14.727;230.307;132.692;11.928;230.045;130.351;5.306;230.566;126.918;2.74;228.299;130.506;14.551;232.464;129.418;14.599;233.357;131.616;5.638;233.535;131.981;0.849;233.135;130.577;9.973;231.83;129.95;9.631;232.709;130.513;12.94;231.712;130.201;15.043;231.461;130.577;9.973;231.83;130.269;10.586;231.615;132.692;11.928;230.045;133.812;9.968;231.031;130.201;15.043;231.461;131.361;15.935;232.385
130.809;10.698;232.05;131.041;13.053;232.142;131.72;9.73;231.383;131.228;5.356;231.245;131.117;10.088;232.273;131.72;9.73;231.383;129.978;14.689;233.82;129.098;11.964;233.881;131.778;14.666;232.024;132.32;14.828;230.735;130.481;9.749;233.147;131.917;5.634;233.783;129.098;11.964;233.881;128.706;9.478;233.984;132.32;14.828;230.735;133.04;11.99;230.379;131.228;5.356;231.245;127.706;3.119;228.774;131.05;14.657;232.907;129.978;14.689;233.82;131.917;5.634;233.783;131.919;0.859;233.131;131.117;10.088;232.273;130.481;9.749;233.147;131.041;13.053;232.142;130.736;15.16;231.912;131.117;10.088;232.273;130.809;10.698;232.05;133.04;11.99;230.379;134.04;9.906;231.231;130.736;15.16;231.912;131.913;16.038;232.827
131.318;10.825;232.459;131.53;13.182;232.541;132.258;9.871;231.811;132.24;5.469;231.981;131.634;10.222;232.69;132.258;9.871;231.811;130.518;14.815;234.249;129.717;12.069;234.404;132.273;14.791;232.409;132.79;14.944;231.108;130.989;9.875;233.555;132.174;5.656;234.008;129.717;12.069;234.404;129.476;9.568;234.586;132.79;14.944;231.108;133.347;12.081;230.668;132.24;5.469;231.981;128.767;3.227;229.447;131.564;14.785;233.307;130.518;14.815;234.249;132.174;5.656;234.008;131.918;0.919;233.163;131.634;10.222;232.69;130.989;9.875;233.555;131.53;13.182;232.541;131.232;15.29;232.319;131.634;10.222;232.69;131.318;10.825;232.459;133.347;12.081;230.668;134.239;9.903;231.395;131.232;15.29;232.319;132.433;16.158;233.213
131.805;10.933;232.844;131.996;13.292;232.916;132.776;9.998;232.214;133.3;5.653;232.711;132.129;10.337;233.081;132.776;9.998;232.214;131.043;14.938;234.648;130.358;12.172;234.937;132.746;14.896;232.759;133.23;15.044;231.446;131.478;9.978;233.935;132.398;5.678;234.197;130.358;12.172;234.937;130.35;9.67;235.234;133.23;15.044;231.446;133.617;12.167;230.921;133.3;5.653;232.711;130.047;2.978;230.308;132.06;14.898;233.675;131.043;14.938;234.648;132.398;5.678;234.197;131.953;0.987;233.189;132.129;10.337;233.081;131.478;9.978;233.935;131.996;13.292;232.916;131.706;15.402;232.694;132.129;10.337;233.081;131.805;10.933;232.844;133.617;12.167;230.921;134.399;9.909;231.518;131.706;15.402;232.694;132.932;16.265;233.557
132.29;11.001;233.21;132.475;13.361;233.285;133.279;10.076;232.595;134.299;5.863;233.375;132.616;10.407;233.451;133.279;10.076;232.595;131.577;15.023;235.035;131.025;12.247;235.476;133.236;14.957;233.108;133.692;15.106;231.785;131.953;10.041;234.295;132.601;5.684;234.351;131.025;12.247;235.476;131.298;9.78;235.902;133.692;15.106;231.785;133.882;12.229;231.161;134.299;5.863;233.375;131.494;2.482;231.322;132.569;14.968;234.038;131.577;15.023;235.035;132.601;5.684;234.351;131.985;1.049;233.184;132.616;10.407;233.451;131.953;10.041;234.295;132.475;13.361;233.285;132.2;15.472;233.064;132.616;10.407;233.451;132.29;11.001;233.21;133.882;12.229;231.161;134.528;9.895;231.614;132.2;15.472;233.064;133.448;16.334;233.896
132.785;11.016;233.564;132.981;13.375;233.652;133.779;10.089;232.961;135.187;6.034;233.954;133.104;10.42;233.809;133.779;10.089;232.961;132.119;15.053;235.413;131.704;12.282;236.003;133.756;14.963;233.467;134.194;15.116;232.138;132.428;10.054;234.641;132.806;5.668;234.498;131.704;12.282;236.003;132.26;9.888;236.555;134.194;15.116;232.138;134.186;12.257;231.414;135.187;6.034;233.954;133.06;1.947;232.442;133.099;14.98;234.404;132.119;15.053;235.413;132.806;5.668;234.498;131.999;1.109;233.161;133.104;10.42;233.809;132.428;10.054;234.641;132.981;13.375;233.652;132.724;15.489;233.433;133.104;10.42;233.809;132.785;11.016;233.564;134.186;12.257;231.414;134.673;9.861;231.72;132.724;15.489;233.433;133.988;16.349;234.243
133.294;10.977;233.912;133.509;13.333;234.016;134.288;10.041;233.322;135.968;6.134;234.467;133.604;10.378;234.16;134.288;10.041;233.322;132.66;15.03;235.773;132.378;12.274;236.5;134.293;14.917;233.826;134.724;15.072;232.495;132.913;10.017;234.983;133.037;5.626;234.664;132.378;12.274;236.5;133.181;9.981;237.165;134.724;15.072;232.495;134.548;12.24;231.688;135.968;6.134;234.467;134.639;1.555;233.582;133.638;14.94;234.765;132.66;15.03;235.773;133.037;5.626;234.664;131.99;1.174;233.145;133.604;10.378;234.16;132.913;10.017;234.983;133.509;13.333;234.016;133.264;15.448;233.794;133.604;10.378;234.16;133.294;10.977;233.912;134.548;12.24;231.688;134.873;9.804;231.855;133.264;15.448;233.794;134.534;16.31;234.593
133.822;10.898;234.261;134.052;13.252;234.374;134.815;9.955;233.681;136.664;6.16;234.939;134.125;10.296;234.512;134.815;9.955;233.681;133.198;14.97;236.115;133.036;12.237;236.958;134.836;14.835;234.175;135.265;14.986;232.843;133.422;9.94;235.326;133.31;5.561;234.87;133.036;12.237;236.958;134.032;10.052;237.716;135.265;14.986;232.843;134.965;12.182;231.977;136.664;6.16;234.939;136.063;1.358;234.629;134.181;14.864;235.113;133.198;14.97;236.115;133.31;5.561;234.87;131.966;1.263;233.153;134.125;10.296;234.512;133.422;9.94;235.326;134.052;13.252;234.374;133.808;15.366;234.138;134.125;10.296;234.512;133.822;10.898;234.261;134.965;12.182;231.977;135.146;9.726;232.024;133.808;15.366;234.138;135.077;16.234;234.931
134.375;10.805;234.615;134.609;13.16;234.728;135.372;9.862;234.042;137.287;6.13;235.384;134.674;10.202;234.867;135.372;9.862;234.042;133.743;14.896;236.443;133.671;12.188;237.373;135.387;14.742;234.511;135.816;14.883;233.178;133.962;9.845;235.673;133.645;5.487;235.121;133.671;12.188;237.373;134.796;10.091;238.198;135.816;14.883;233.178;135.431;12.101;232.278;137.287;6.13;235.384;137.184;1.283;235.482;134.732;14.779;235.448;133.743;14.896;236.443;133.645;5.487;235.121;131.949;1.411;233.188;134.674;10.202;234.867;133.962;9.845;235.673;134.609;13.16;234.728;134.357;15.27;234.468;134.674;10.202;234.867;134.375;10.805;234.615;135.431;12.101;232.278;135.499;9.638;232.23;134.357;15.27;234.468;135.622;16.15;235.254
134.955;10.729;234.977;135.184;13.084;235.078;135.96;9.793;234.404;137.849;6.064;235.794;135.255;10.125;235.227;135.96;9.793;234.404;134.304;14.836;236.765;134.284;12.145;237.745;135.953;14.668;234.838;136.379;14.793;233.502;134.539;9.76;236.026;134.064;5.423;235.424;134.284;12.145;237.745;135.467;10.094;238.607;136.379;14.793;233.502;135.947;12.02;232.595;137.849;6.064;235.794;137.95;1.225;236.087;135.298;14.714;235.776;134.304;14.836;236.765;134.064;5.423;235.424;131.979;1.655;233.259;135.255;10.125;235.227;134.539;9.76;236.026;135.184;13.084;235.078;134.92;15.189;234.789;135.255;10.125;235.227;134.955;10.729;234.977;135.947;12.02;232.595;135.938;9.559;232.487;134.92;15.189;234.789;136.18;16.086;235.564
135.559;10.691;235.344;135.776;13.048;235.426;136.571;9.768;234.766;138.353;5.988;236.156;135.862;10.088;235.59;136.571;9.768;234.766;134.883;14.81;237.085;134.871;12.124;238.077;136.536;14.633;235.163;136.961;14.739;233.825;135.148;9.711;236.385;134.591;5.382;235.788;134.871;12.124;238.077;136.045;10.07;238.944;136.961;14.739;233.825;136.516;11.964;232.933;138.353;5.988;236.156;138.41;1.148;236.447;135.882;14.689;236.1;134.883;14.81;237.085;134.591;5.382;235.788;132.124;2.0;233.402;135.862;10.088;235.59;135.148;9.711;236.385;135.776;13.048;235.426;135.5;15.147;235.107;135.862;10.088;235.59;135.559;10.691;235.344;136.516;11.964;232.933;136.473;9.504;232.801;135.5;15.147;235.107;136.757;16.061;235.869
136.173;10.706;235.711;136.379;13.064;235.772;137.19;9.795;235.122;138.804;5.92;236.457;136.482;10.103;235.951;137.19;9.795;235.122;135.473;14.831;237.407;135.431;12.135;238.373;137.135;14.649;235.493;137.562;14.737;234.155;135.774;9.715;236.746;135.238;5.374;236.223;135.431;12.135;238.373;136.539;10.036;239.217;137.562;14.737;234.155;137.14;11.948;233.293;138.804;5.92;236.457;138.656;1.076;236.614;136.477;14.713;236.428;135.473;14.831;237.407;135.238;5.374;236.223;132.444;2.395;233.666;136.482;10.103;235.951;135.774;9.715;236.746;136.379;13.064;235.772;136.097;15.159;235.429;136.482;10.103;235.951;136.173;10.706;235.711;137.14;11.948;233.293;137.105;9.488;233.172;136.097;15.159;235.429;137.35;16.085;236.181
136.782;10.77;236.07;136.981;13.13;236.114;137.798;9.867;235.467;139.201;5.876;236.695;137.097;10.168;236.305;137.798;9.867;235.467;136.064;14.896;237.733;135.961;12.181;238.637;137.738;14.712;235.83;138.175;14.788;234.493;136.399;9.773;237.105;135.998;5.403;236.727;135.961;12.181;238.637;136.961;10.011;239.435;138.175;14.788;234.493;137.811;11.978;233.673;139.201;5.876;236.695;138.779;1.046;236.67;137.075;14.783;236.76;136.064;14.896;237.733;135.998;5.403;236.727;132.969;2.748;234.081;137.097;10.168;236.305;136.399;9.773;237.105;136.981;13.13;236.114;136.701;15.222;235.756;137.097;10.168;236.305;136.782;10.77;236.07;137.811;11.978;233.673;137.824;9.516;233.589;136.701;15.222;235.756;137.952;16.152;236.507
